,BOROUGH,COMFORTSTA,EAPPLY,GISPROPNUM,LOCATION,SHAPE_area,SHAPE_len,SIGNNAME,TYPECATEGO,WATERFRONT
0,B,N-CONFSTA-PARK,Father Giorgio Triangle,B223T,"Jackson St., Lorimer St., Meeker Ave.",2926.0648411,215.140128776,Father Giorgio Triangle,Triangle/Plaza,N
1,B,Y-CONFSTA-PARK,Jaime Campiz Playground,B223R,"Hope St., Marcy Ave., Metropolitan Ave.",33695.8618681,1089.75130355,Jaime Campiz Playground,Playground,N
2,B,N-CONFSTA-PARK,Lentol Garden,B223U,"Graham Ave., Meeker Ave., Humbolt St., BQE",33644.8026694,1019.50178876,Lentol Garden,Parkway,N
3,M,N-CONFSTA-PARK,14 Honey Locusts Park,M177,"E. 59 St., bet.ween 1 Ave. and 2 Ave.",14592.2097306,656.242561813,14 Honey Locusts Park,Triangle/Plaza,N
4,B,Y-CONFSTA-PARK,Fulton Park,B038,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,87166.8298911,1751.54160803,Fulton Park,Neighborhood Park,N
5,B,N-CONFSTA-PARK,Grant Gore,B041,"Bedford Ave., Rodgers Ave., Bergen St.",735.747025303,190.787314491,Grant Gore,Triangle/Plaza,N
6,B,N-CONFSTA-PARK,Park,B210O,N/B Gowanus Exwy. bet. 65 St. and 66 St.,286.261000519,548.383588811,Park,Strip,N
7,M,N-CONFSTA-PARK,White Playground,M148,E. 105 St. To E. 106 St. bet.ween Lexington Ave. and 3 Ave.,29961.2826059,758.773455544,White Playground,Playground,N
8,M,Y-CONFSTA-PARK,Matthews - Palmer Playground,M154,W. 45 St. bet.ween 9 Ave. and 10 Ave.,21049.728173,622.79595006,Matthews - Palmer Playground,Playground,N
9,M,N-CONFSTA-PARK,Courtney Callender Playground,M155,"5 Ave., W. 130 St. To .W 131 St.",29998.9685763,734.618943151,Courtney Callender Playground,Playground,N
10,X,N-CONFSTA-PARK,Harding Park Beautification Project,X118A,Bronx River Ave. bet. C St. and Cornell Ave.,47504.3221286,1460.73315116,Harding Park Beautification Project,Garden,Y
11,M,N-CONFSTA-PARK,McKenna Square,M156,"W. 165 St., Amsterdam Ave. To Audubon Ave.",15018.2731296,742.270801979,McKenna Square,Triangle/Plaza,N
12,X,Y-CONFSTA-PARK,The Pearly Gates,X170,St. Peter's Ave. at Tratman Ave.,29495.9307997,694.400394623,The Pearly Gates,Playground,N
13,X,N-CONFSTA-PARK,Ferris Family Burial Plot,X312,Commerce Ave. bet. Butler Pl. and Westchester Ave.,5099.65398297,301.463898767,Ferris Family Burial Plot,Cemetery,N
14,X,Y-CONFSTA-PARK,Bufano Park,X121,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,83221.0415715,1223.58895564,Bufano Park,Playground,N
15,X,N-CONFSTA-PARK,Miele Park,X149,Bruckner Blvd bet. Hollywood Ave. and Crosby Ave.,9026.06176628,498.139746537,Miele Park,Undeveloped,N
16,M,N-CONFSTA-PARK,Park Avenue Malls,M060A,E 46 St To E 59 St and Park Av,57580.0502884,6215.66875454,Park Avenue Malls,Mall,N
17,M,N-CONFSTA-PARK,Strip,M092B,"E/s Riverside Dr, W 168 St To W 177 St",68435.6330463,4205.25040938,Park,Strip,N
18,M,N-CONFSTA-PARK,ABC Playground,M116,"Essex St., Norfolk St. and Houston St.",19988.8157792,597.839289241,ABC Playground,Jointly Operated Playground,N
19,M,Y-CONFSTA-PLGD,Strip,M108J,E. 120 St. and Paladino Ave. (Service Rd To FDR Dr.),8197.454533,455.301345209,Park,Strip,N
20,M,N-CONFSTA-PARK,Park,M108B,"E. 122 St. To E. 125 St., FDR Dr. To Harlem River Dr.",92818.0231432,2418.26186563,Park,Parkway,N
21,M,N-CONFSTA-PARK,Grand Army Plaza (part of Central Park for special event layer),M062,"5 Av, W 58 St To W 59 St",29553.8815925,656.590498413,Grand Army Plaza,Triangle/Plaza,N
22,M,N-CONFSTA-PARK,Bennett Rest,M091,"Henry Hudson Pkwy, Cabrini Blvd, at W186 St",177109.672345,5063.17325643,Bennett Rest,Nature Area,N
23,M,N-CONFSTA-PARK,Louis Cuvillier Park,M108A,"E.125 St., FDR Dr., 1 Ave., Paladino Ave.",119557.191733,1586.43020138,Louis Cuvillier Park,Neighborhood Park,N
24,M,N-CONFSTA-PARK,Hansborough Recreation Center,M131,"W. 134 St., Lenox Terrace Pl.",12614.2083866,452.478014072,Hansborough Recreation Center,Buildings/Institutions,N
25,M,Y-CONFSTA-PARK,Little Flower Playground,M132,Madison St. bet.ween Clinton St. and Rutgers St.,56353.2476154,984.400259609,Little Flower Playground,Playground,N
26,M,N-CONFSTA-PARK,Bill Bojangles Robinson Playground,M138,"W. 150 St., W/s 7 Ave.",7832.01902282,359.404316413,Bill Bojangles Robinson Playground,Playground,N
27,M,N-CONFSTA-PARK,Harlem Lane Playground,M141,"Harlem River Dr., W. 151 St. To W. 154 St.",65971.1510621,2259.00384515,Harlem Lane Playground,Neighborhood Park,N
28,X,N-CONFSTA-PARK,Locust Point Marina,X310,Longstreet Ave. bet. Harding Ave. and Giegerich Pl.,894727.255334,4904.62487031,Locust Point Marina,Waterfront Facility,Y
29,X,N-CONFSTA-PARK,Strip,X191D,Tierney Pl. at Locust Pt. Dr.,365.808234271,731.182017002,Park,Strip,N
30,X,Y-CONFSTA-PLGD,Givan Square,X187,E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..,69783.776409,2029.04051035,Givan Square,Playground,N
31,X,Y-CONFSTA-PARK,Matthews Muliner Playground,X178,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,45343.1333602,856.304309263,Matthews Muliner Playground,Playground,N
32,X,N-CONFSTA-PARK,Van Nest Park,X093,"White Plains Rd., Van Nest Ave., Unionport Rd.",16643.8990047,718.341600858,Van Nest Park,Playground,N
33,Q,N-CONFSTA-PARK,Railroad Park,Q412,129 Ave. bet.ween 172 St. and 176 St.,690696.53256,4033.85414209,Railroad Park,Nature Area,N
34,Q,N-CONFSTA-PARK,A.R.R.O.W. REC CENTER,Q470,35th St. bet. 35 Ave. and 36 Ave.,12477.2583132,450.611145235,A.R.R.O.W. Field House,Buildings/Institutions,N
35,R,N-CONFSTA-PARK,Mariners Marsh ParkCLOSED,R142,Holland Ave. and Richmond Terrace,4522263.11226,9528.55085965,Mariners Marsh Park,Nature Area,N
36,M,N-CONFSTA-PARK,Imaginatione Playground,M386,"Front St., John St., and South St.",16764.6041026,684.880657399,Imagination Playground,Playground,N
37,X,Y-CONFSTA-PARK,Parkside Playground,X162,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,32946.8449226,804.181372204,Parkside Playground,Playground,N
38,X,Y-CONFSTA-PARK,Zimmerman Playground,X087,Britton St. bet. Olinville Ave. and Barker Ave.,43689.9181298,864.105321554,Zimmerman Playground,Playground,N
39,X,N-CONFSTA-PARK,Boston Garden,X278,"Boston Rd., Bronxwood Ave., Allerton Ave.",1098.11988633,161.228949395,Boston Garden,Triangle/Plaza,N
40,X,Y-CONFSTA-PARK,Eastchester Playground,X156,Adee Ave. at Tenboeck Ave.,46477.1209072,855.108494435,Eastchester Playground,Playground,N
41,X,Y-CONFSTA-PARK,Mazzei Playground,X157,Mace Ave. bet. Pauldings Ave. and Williamsbridge Rd.,66951.4144748,1200.67863374,Mazzei Playground,Playground,N
42,X,Y-CONFSTA-PARK,Allerton Playground,X172,Allerton Ave. bet. Throop Ave. and Bouck Ave.,71074.8438196,1094.37327207,Allerton Playground,Jointly Operated Playground,N
43,X,N-CONFSTA-PARK,Burns Playground,X232,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,73410.0714026,1215.23831427,Burns Playground,Jointly Operated Playground,N
44,Q,Y-CONFSTA-PARK,Crowley Playground,Q360J,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",82280.7869375,1669.13140788,Crowley Playground,Neighborhood Park,N
45,Q,Y-CONFSTA-PARK,CC Moore Homestead Playground,Q361,"Broadway., 82 St., 45 Ave.",88734.9995102,1326.53587,Moore Homestead Playground,Neighborhood Park,N
46,Q,N-CONFSTA-PARK,Peter Charles Park,Q360H,"69 St., 58 Ave., Queens - Mid-Town Exwy. Svc. Rd. S.",3719.89429709,301.123120328,Peter Charles Park,Triangle/Plaza,N
47,Q,N-CONFSTA-PARK,Frontera Park,Q360M,58 Ave. bet. Brown Pl. and 69 St.,65790.2610047,1077.95752255,Frontera Park,Playground,N
48,X,N-CONFSTA-PARK,South Brother Island,X309,East River,919520.32507,3703.04009462,South Brother Island,Nature Area,Y
49,Q,N-CONFSTA-PARK,Park Slope,Q360P,Behind overpass at 61 St. and Borden Ave.,224.978765764,451.9483433,Park Slope,Strip,N
50,Q,N-CONFSTA-PARK,Strip,Q360Y1,Behind overpass at Mazeau St. and LIE Sr. Rd. N.,189.017995088,367.40133984,Park,Strip,N
51,Q,N-CONFSTA-PARK,Sitting Area,Q360R,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.",1355.75940574,177.079318225,Sitting Area,Triangle/Plaza,N
52,Q,N-CONFSTA-PARK,Sitting Area 127 CXXVII,Q360Q,"69 Ln., 58 Rd., Queens - Mid-Town Exwy. Sr. Rd. S.",2794.07761472,322.938971753,Sitting Area 127 CXXVII,Triangle/Plaza,N
53,Q,N-CONFSTA-PARK,Quick Brown Fox Triangle,Q360S,"73 St., 57 Rd., Queens - Mid-Town Exwy. Sr. Rd. N.",1989.36237917,207.27393762,Quick Brown Fox Triangle,Triangle/Plaza,N
54,Q,N-CONFSTA-PARK,Sitting Area,Q360T,74 St. at 57 Ave.,1935.48380364,270.698633979,Sitting Area,Triangle/Plaza,N
55,Q,N-CONFSTA-PARK,Sergeant Collins Triangle,Q501,"Broadway, 59 St., 34 Ave.",5142.45494567,337.870291414,Sergeant Collins Triangle,Triangle/Plaza,N
56,B,Y-CONFSTA-PARK,South Oxford Park,B407,S. Oxford St. bet. Commos and Atlantic Ave.,51603.3297855,965.855398976,South Oxford Park,Neighborhood Park,N
57,B,N-CONFSTA-PARK,Metropolitan Recreation Center,B085,Bedford Ave. bet. Metropolitan Ave. and N. 1 St.,10038.5769965,419.114705166,Metropolitan Recreation Center,Buildings/Institutions,N
58,Q,N-CONFSTA-PARK,Strip,Q360X,57 Rd. at 85 St.,121.773975827,125.908469724,Park,Strip,N
59,Q,N-CONFSTA-PARK,Strip,Q360B,Kosciuszko Br. bet. 54 Rd. and 54 Ave.,200.558190883,403.587252716,Park,Strip,N
60,Q,N-CONFSTA-PARK,Strip,Q360C,"51 Rd., Queens-Mid-Town Exwy., 47 St.",240.195170904,495.87176545,Park,Strip,N
61,Q,N-CONFSTA-PARK,Bridge and Tunnel Park,Q360U,50 Ave. bet. 11 St. and 11 Pl.,13623.5539146,483.297840275,Bridge and Tunnel Park,Recreation Field/Courts,N
62,Q,N-CONFSTA-PARK,Hull Triangle,Q360E,"55 Dr., 64 St., Hull Ave.",6705.13679253,392.075446317,Hull Triangle,Triangle/Plaza,N
63,Q,N-CONFSTA-PARK,Whitefish Triangle,Q360G,"55 Dr., Hamilton Pl., Perry Ave.",8111.52918621,386.118453436,Whitefish Triangle,Triangle/Plaza,N
64,Q,N-CONFSTA-PARK,Strip,Q360D,54 Ave. bet. 48 St. and 50 St.,217.476481102,436.957385138,Park,Strip,N
65,Q,N-CONFSTA-PARK,Technical Sgt. Thomas J. Davey Triangle,Q360F,"Borden Ave., Hamilton Pl., Jay Ave.",5677.58396059,364.709916648,Technical Sergeant Thomas J. Davey Triangle,Triangle/Plaza,N
66,B,Y-CONFSTA-PARK,Commodore Barry Park,B021,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",438202.255783,2669.7799409,Commodore Barry Park,Community Park,N
67,M,Y-CONFSTA-PARK,Peck Slip,M167,Peck Slip bet.ween South St. and Front St.,8437.79912737,407.753954029,Peck Slip,Triangle/Plaza,N
68,B,N-CONFSTA-PARK,Marcy Green Center,B223QB,"Marcy Ave., S. 4 St. and S. 5 St.",20824.5820368,624.816742456,Marcy Green Center,Triangle/Plaza,N
69,B,N-CONFSTA-PARK,Marcy Green North,B223QC,"Marcy Ave., S. 3 St. and S. 4 St.",15937.7332277,547.968028861,Marcy Green North,Triangle/Plaza,N
70,Q,N-CONFSTA-PARK,Luke J. Lang Square,Q063,"Fresh Pond Rd., 59 Rd. and 61 St.",72.6651103848,42.3780565688,Luke J. Lang Square,Triangle/Plaza,N
71,B,N-CONFSTA-PARK,Strip,B210U,92 St. bet. Gowanus Exwy. and Ft. Hamilton Pkwy.,95.0662879504,192.14133673,Park,Strip,N
72,Q,N-CONFSTA-PARK,Sorrentino Recreation Center,Q446,Cornaga Ave. bet. Beach 19 St. and Morse Ct.,8665.82466305,413.687165087,Sorrentino Recreation Center,Buildings/Institutions,N
73,X,N-CONFSTA-PARK,West Farms Rapids,X288,Bronx River bet. E 180 St and E Tremont Av,35254.8763952,2250.72020843,West Farms Rapids,Neighborhood Park,Y
74,M,N-CONFSTA-PARK,Hope Garden,M371,E. 2 St. bet. Ave. A and Ave. B,1986.81032607,253.722080028,Hope Garden,Garden,N
75,M,N-CONFSTA-PARK,Hamilton Fish Park,M033,"E Houston St, Stanton St, Sheriff St, Pitt St",182234.906117,1710.31438423,Hamilton Fish Park,Community Park,N
76,M,N-CONFSTA-PARK,Gustave Hartman Square,M254,"E. Houston St., Ave. C and E. 2 St.",4179.17395,551.151083353,Gustave Hartman Square,Triangle/Plaza,N
77,M,N-CONFSTA-PARK,Allied Productions/Le Petit Versailles,M372,"E. 2 St., E. Houston St. bet. Ave. B and Ave. C",1588.44927907,178.159259161,Allied Productions/Le Petit Versailles,Garden,N
78,B,N-CONFSTA-PARK,Marcy Green South,B223QA,"Broadway, Marcy Ave. and S. 5 St.",10956.2526887,633.485124993,Marcy Green South,Triangle/Plaza,N
79,B,N-CONFSTA-PARK,Rodney Park Center,B223PA,"Broadway, Rodney St., S. 5 St.",11051.0195758,573.944391838,Rodney Park Center,Recreation Field/Courts,N
80,B,N-CONFSTA-PARK,Rodney Park North,B223PB,"Rodney St., S. 4 St. and S. 5 St.",16069.8591778,569.650678864,Rodney Park North,Recreation Field/Courts,N
81,B,Y-CONFSTA-PARK,Rodney Park South,B223PC,"Rodney St., S. 3 St. and S. 4 St.",14171.6039092,526.50483295,Rodney Playground South,Playground,N
82,Q,N-CONFSTA-PARK,Brant Point Wildlife Sanctuary,Q464,Beach 72 St. bet. Bayfields Ave. and Hillmeyer Ave.,851880.294565,4133.01883829,Brant Point Wildlife Sanctuary,Nature Area,Y
83,Q,N-CONFSTA-PARK,Beach 9 Playground (O'Donohue Park),Q162J01,Seagirt Blvd bet. B. 12 St. and B. 9 St.,244274.14998,2207.34699623,Beach 9 Playground,Neighborhood Park,Y
84,Q,N-CONFSTA-PARK,Park,Q162I,Rockaway Boardwalk bet. Crest Rd. and B. 17 St.,165927.177613,3620.84645385,Park,Waterfront Facility,Y
85,Q,N-CONFSTA-PARK,Dubos Point Wildlife Sanctuary,Q459,"De Costa Ave. bet. Sommerwille Basin and B. 65 St.,Bayfield Ave. bet. B. 65 St. and B. 69 St.",2321641.18713,9402.62103716,Dubos Point Wildlife Sanctuary,Nature Area,Y
86,M,N-CONFSTA-PARK,Recreation Center 54,M130,E. 54 St. bet.ween 1 Ave. and 2 Ave.,7609.77966087,352.933699667,Recreation Center 54,Buildings/Institutions,N
87,B,N-CONFSTA-PARK,Kosciuszko Street Garden,B398,Kosciuszko St. bet. Marcus Garvey Blvd. and Lewis Ave.,8427.18123096,370.432817276,Kosciuszko Street Garden,Garden,N
88,Q,N-CONFSTA-PARK,Beach 32 Football Field,Q162H,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,310308.963478,3371.26506343,Beach 30th Street Playground,Neighborhood Park,Y
89,Q,N-CONFSTA-PARK,Park,Q162H01,Rockaway Boardwalk bet. B. 28 St and B. 26 St.,54935.6971462,1052.40060349,Park,Undeveloped,Y
90,Q,N-CONFSTA-PARK,Beach 59th St Playground,Q162E,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,28579.7094799,689.385498796,Beach 59th St Playground,Playground,Y
91,M,N-CONFSTA-PARK,Captain Jacob Joseph Playground,M122,Rutgers St. and Henry St.,6255.97019773,316.381194129,Captain Jacob Joseph Playground,Playground,N
92,M,N-CONFSTA-PARK,Peretz Square,M123,"E. 1 St., E. Houston St., 1 Ave. and Allen St.",5430.21933898,625.493148424,Peretz Square,Triangle/Plaza,N
93,M,N-CONFSTA-PARK,First Park,M124,"Houston St., E. 1 St., 1 Ave.",33218.0655863,1686.01746735,First Park,Neighborhood Park,N
94,M,N-CONFSTA-PARK,Minetta Green,M125A,S/e Corner Minetta Lane and Ave. of Americas,2510.42051384,279.250261984,Minetta Green,Triangle/Plaza,N
95,M,N-CONFSTA-PARK,Minetta Playground,M125B,"Minetta Lane, W. 3 St. and Ave. of Americas",9813.9210314,449.100243941,Minetta Playground,Playground,N
96,M,N-CONFSTA-PARK,Minetta Triangle,M125D,N/e Corner Ave. of Americas and Minetta St.,3443.31992168,279.476704022,Minetta Triangle,Triangle/Plaza,N
97,M,N-CONFSTA-PARK,Charlton Plaza,M125E,"Ave. of Americas, King St. and Charlton St.",1646.80588563,279.89526975,Charlton Plaza,Triangle/Plaza,N
98,M,N-CONFSTA-PARK,Bushman Steps,M127,"Edgecombe Ave., W. 157 St.",2755.0512563,250.558009015,Bushman Steps,Triangle/Plaza,N
99,M,N-CONFSTA-PARK,Park,M108H,E. 93 St. and FDR Dr.,1463.35497953,164.866842028,Park,Triangle/Plaza,N
100,M,N-CONFSTA-PARK,Joseph C. Sauer Park,M113,E. 12 St. bet.ween Ave. A and Ave. B,18349.7467122,584.042276184,Joseph C. Sauer Park,Neighborhood Park,N
101,M,N-CONFSTA-PARK,Children's Garden,M113A,S/w Corner of E. 12 St. At Ave. B,1357.6070296,172.592674795,Children's Garden,Garden,N
102,M,N-CONFSTA-PARK,William F. Passannante Ballfield,M120A,"W. Houston St., Ave. of Americas, Macdougal St.",26949.0270969,732.535848549,William F. Passannante Ballfield,Recreation Field/Courts,N
103,B,Y-CONFSTA-PARK,Albert J. Parham Playground (PS 20),B253,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",56724.6626328,1099.47527067,Albert J. Parham Playground,Jointly Operated Playground,N
104,R,Y-CONFSTA-PARK,Jones Woods,R048,"Arnold St., Brighton Ave., Lafayette Ave.",737266.118387,5009.91302543,Jones Woods Park,Nature Area,N
105,M,Y-CONFSTA-PARK,Stanley Isaacs Playground,M192,"FDR Dr., E. 95 St. To E. 97 St.",52599.0406693,1337.90737352,Stanley Isaacs Playground,Neighborhood Park,N
106,M,N-CONFSTA-PARK,Asphalt Green,M286,"E. 90 St., York Ave., FDR Dr.",184227.879606,2617.97024126,Asphalt Green,Community Park,N
107,M,N-CONFSTA-PARK,Triboro Plaza,M108F,"1 Ave. To 2 Ave., E. 124 St. To E. 126 St.",95684.2897985,5973.17367911,Triboro Plaza,Parkway,N
108,M,N-CONFSTA-PARK,Playground 103 CIII,M108G,FDR Dr. bet.ween E. 102 St. and E. 106 St.,47824.4156902,967.045761587,Playground 103 CIII,Neighborhood Park,N
109,M,N-CONFSTA-PARK,Peter Detmold Park,M108N,"E. 49 St. To E. 51 St., W/s FDR Dr.",25602.2137424,1353.43523979,Peter Detmold Park,Neighborhood Park,N
110,M,N-CONFSTA-PARK,Sutton Place Park,M108R,E. River bet.ween E. 56 St. and E. 57 St.,14934.73115,542.451683431,Sutton Place Park,Neighborhood Park,Y
111,M,N-CONFSTA-PARK,Sutton Parks,M108P,"E. 53 St. to E. 54 St. at Sutton Pl.; Foot of E. 55 St., E. 56 St., E. 57 St.",37024.8554219,1899.23712903,Sutton Parks,Triangle/Plaza,Y
112,M,Y-CONFSTA-PARK,Twenty-Four Sycamores Park,M108Q,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",28122.5532599,681.022192804,Twenty-Four Sycamores Park,Playground,N
113,M,N-CONFSTA-PARK,Andrew Haswell Green Park,M108Q1,E. River bet.ween E. 59 St. and E. 63 St.,84038.3374839,2112.47702564,Andrew Haswell Green Park,Neighborhood Park,Y
114,X,Y-CONFSTA-PARK,Playground 174,X159,E. 174 St. bet. Bronx River Ave. and E. 173 St.,44908.6925721,852.292547976,Playground 174,Playground,N
115,Q,N-CONFSTA-PARK,LaGuardia Landing Lights,Q393H,82 St. bet. Astoria Blvd. and 23 Ave.,86874.2521654,1410.34772561,LaGuardia Landing Lights,Undeveloped,N
116,M,N-CONFSTA-PARK,Wagner Houses Pool,M273,E. 124 St. bet. 1 Ave. and 2 Ave.,71452.8670249,1359.23924941,Wagner Houses Pool,Community Park,N
117,Q,N-CONFSTA-PARK,Overlook Park,Q299,"Ditmars Blvd., 22 Dr. bet. 97 St. and 100 St.",112179.728226,2545.12823221,Overlook Park,Undeveloped,N
118,Q,N-CONFSTA-PARK,Arverne Playground,Q313,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,50863.2165187,906.050408787,Arverne Playground,Playground,N
119,Q,N-CONFSTA-PARK,Cardozo Playground,Q382,Arverne Blvd. bet. Beach 57 St. and Beach 56 St.,92641.4651499,1369.47792686,Cardozo Playground,Jointly Operated Playground,N
120,Q,N-CONFSTA-PARK,Sperge Park,Q341D,BQE bet. 43 Ave. and Queens Blvd.,15623.6507163,975.620032438,Sperge Park,Strip,N
121,Q,N-CONFSTA-PARK,Gorman Playground,Q085,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",124744.054842,1616.46732313,Gorman Playground,Neighborhood Park,N
122,Q,N-CONFSTA-PARK,Latham Park,Q341B,"43 Ave. bet. 66 St. and 67 St., BQE",823.512991304,138.830315313,Latham Park,Triangle/Plaza,N
123,M,Y-CONFSTA-PARK,Union Square Park,M089,"Broadway To 4 Ave., E 14 St. To E 17 St.",283487.577433,2825.99893709,Union Square Park,Triangle/Plaza,N
124,M,N-CONFSTA-PARK,Bellevue South Park,M263,"E. 26 St. To E. 28 St., 2 Ave.",71654.683145,1228.36456467,Bellevue South Park,Neighborhood Park,N
125,X,N-CONFSTA-PARK,Bicentennial Veterans Memorial Park,X191A,Throgg's Neck Exwy at Pennyfield Ave. and Elisworth Ave.,414475.058174,3113.38127052,Bicentennial Veterans Memorial Park,Neighborhood Park,Y
126,M,Y-CONFSTA-PARK,MacArthur Park,M256,"E. 48 St. To E. 49 St., FDR",13604.4883026,553.732561546,MacArthur Park,Playground,N
127,Q,N-CONFSTA-PARK,Fisher Pool,Q441,32 Ave. bet. 99 St. and 100 St.,35354.9548677,918.963304519,Fisher Pool,Buildings/Institutions,N
128,M,N-CONFSTA-PARK,West Harlem Piers,M376,Henry Hudson Pkwy. bet. St Clair Pl. and W. 135 St.,205281.353216,4397.25982662,West Harlem Piers,Waterfront Facility,Y
129,Q,Y-CONFSTA-PARK,Queensbridge Park,Q104,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",903583.581294,7376.26814529,Queensbridge Park,Community Park,Y
130,X,Y-CONFSTA-PARK,Wakefield Playground,X188,Matilda Ave. to Carpenter Ave. bet. E. 239 St. and E. 240 St.,38992.1893611,791.903579942,Wakefield Playground,Jointly Operated Playground,N
131,X,Y-CONFSTA-PARK,Edenwald Playground,X165,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,101979.166052,1879.32559575,Edenwald Playground,Jointly Operated Playground,N
132,X,Y-CONFSTA-PARK,Stars & Stripes Playground,X193,Crawford Ave. at Baychester Ave.,115297.957731,1547.99953384,Stars & Stripes Playground,Jointly Operated Playground,N
133,X,N-CONFSTA-PARK,Seton Falls Park,X046,E. 233 St. bet. Seton Ave. and Baychester Ave.,1525005.14777,6239.49614301,Seton Falls Park,Nature Area,N
134,X,N-CONFSTA-PARK,Givans Creek Woods,X268,New England Thruway bet. Co-op City Blvd. and Rombouts Ave,440243.069333,4541.23623091,Givans Creek Woods,Nature Area,N
135,R,Y-CONFSTA-PARK,Gen. Douglas MacArthur Park,R067,Dongan Hills Ave. and Jefferson St.,223703.06763,2424.04366789,Gen. Douglas MacArthur Park,Community Park,N
136,M,N-CONFSTA-PARK,Vincent F. Albano Jr. Playground,M265,"N/s E. 29 St., W/s 2 Ave.",15828.6431917,580.584644612,Vincent F. Albano Jr. Playground,Playground,N
137,M,N-CONFSTA-PARK,William McCray Playground,M110,"W. 138 St., bet.ween Lenox Ave. and 5 Ave.",20558.7401344,606.549527007,William McCray Playground,Playground,N
138,M,N-CONFSTA-PARK,James Weldon Johnson Playground,M111,E. 115 St. bet.ween 3 Ave. and Lexington Ave.,45631.218791,1189.61250003,James Weldon Johnson Playground,Jointly Operated Playground,N
