ParkID,SiteName,Date,OverallCondition,OverallCleanliness,Glass,Graffiti,Litter,Weeds,Ice,Lawns,Trees,WaterBodies,HorticulturalAreas,AthleticFields,Trails,Benches,Fences,PavedSurfaces,PlayEquipment,SafetySurface,Sidewalks
B073-20,Harmony Playground,10/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B073-ZN01,Main Entrance,12/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
B073-ZN02,Prospect Park West,12/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B073-ZN03,Litchfield Villa,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B073-ZN04,The Bandshell,9/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Not Rated,,,Not Rated,Not Rated,Acceptable,Not Rated,,Acceptable
B073-ZN05,P.p. South West,4/28/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable
B073-ZN06,P.p. South West,1/9/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable
B073-ZN07,South West Entrance,12/2/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B073-ZN08,Park Side Ave,1/22/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,
B073-ZN09,Ocean Ave,7/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B073-ZN10,Willink Hill,4/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,
B073-ZN11,"The Zoo, Lefferts Homestead, Carousel",10/15/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Not Rated,Unacceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,
B073-ZN12,"Vale Of Cashmere, Ellie's Lawn",12/2/2013,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Unacceptable
B073-ZN13,Upper Long Meadow,4/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,
B073-ZN14,Middle Long Meadow,12/2/2013,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,
B073-ZN15,Lower Long Meadow,10/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
B073-ZN16,Quaker Hill And Friends Cemetery,7/23/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,Acceptable,Acceptable,,,Unacceptable,Unacceptable,Acceptable,,,
B073-ZN17,Ravine & The Pools,4/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B073-ZN18,Midwood,11/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B073-ZN19,The Nethermead,1/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B073-ZN20,Lookout Hill,7/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B073-ZN21,Peninsula,3/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Unacceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B073-ZN22,Breeze Hill,11/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
B073-ZN23,Lullwater & Boathouse,3/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,Not Rated,,Acceptable,Acceptable,Acceptable,Acceptable,,
B073-ZN24,Wollman Rink & Flower Garden,11/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Unacceptable,Acceptable,Acceptable,Acceptable,,
B073-ZN25,Prospect Lake Near Duck Island,1/10/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable
B073-ZN26,Prospect Lake Near West Island,7/18/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B073-ZN27,West Parade Grounds,2/19/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,,Not Rated,Not Rated,Acceptable,Not Rated,Not Rated,,Not Rated
B073-ZN28,East Parade Grounds,8/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B073-ZN29,Grand Army Plaza,1/29/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Acceptable,Acceptable,Not Rated,,,Not Rated
B077,Coffey Park,8/2/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Unacceptable
B077-01,Coffey Park,12/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B078,Grace Playground,11/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B079,Saratoga Park,2/7/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
B080,Asser Levy Park,11/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B080-01,Asser Levy Plgd,7/25/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
B080B,WILLIAM J HENNESSY TRIANGLE,4/22/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
B082-01B,Vinland Plgd,10/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
B082-02,79 St Plgd,12/24/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B082-ZN01,Shore Road Park - Zone 1,8/27/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Unacceptable,Unacceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B082-ZN02,Shore Road Park - Zone 2,4/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B082-ZN03,Shore Road Park - Zone 3,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Unacceptable,Unacceptable,,,Acceptable
B082-ZN04,Shore Road Park - Zone 4,3/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B082-ZN05,Shore Road Park - Zone 5,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B087,Sunset Park,2/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable
B087-01,Sunset Park,8/27/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B088,Herbert Von King Park,3/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,
B088-02,Herbert Von King Park,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B088-03,Herbert Von King Park,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
B089,Lowry Triangle,9/6/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable
B090,Sobel Playground,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,,Acceptable,Acceptable,,,Acceptable
B092,Kathy Reilly Triangle,3/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B093,Weeksville Playground,9/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B094,Sgt. Joyce Kilmer Triangle,12/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B095,Ennis Playground,4/10/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable
B096,Sgt. William Dougherty Playground,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B097,Sledge Playground,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B098,Martin Luther Playground,11/19/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable
B099,Lt. Joseph Petrosino Park,4/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B100-01,Seth Low Plgd,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B100-02,Bealin Square,12/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B102,Crispus Attucks Playground,12/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B103,Cypress Hills Playground,4/25/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,,,Acceptable
B105,Taaffe Playground,10/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,,,Unacceptable
B106A,Scarangella Park,1/31/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Unacceptable,,,Acceptable
B106B,Lafayette Playground,8/1/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,,,Unacceptable
B107,Lion's Pride Playground,12/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B109,Bill Brown Playground,2/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B110,Marion Hopkinson Playground,8/16/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Unacceptable,Unacceptable,,,,,Acceptable,Acceptable,Unacceptable,,,Acceptable
B111,J.J. Byrne Playground,3/18/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Unacceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
B111A,Washington Park,9/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable
B113A,Cadman Plaza Park,2/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,
B113B,Korean War Veterans Plaza,8/28/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,
B113C,Columbus Park,1/16/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B113D,Lot,7/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B113E,Walt Whitman Park,3/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B114,Msgr. McGolrick Park,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B114-01,Monsignor Mcgolrick Playground,11/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B116,Zion Triangle,4/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B118A,St. Mary's Park,1/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,
B118B,St. Mary's Park,7/11/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B121,Dodger Playground,4/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B123,Alben Triangle,11/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B124,William Sheridan Playground,7/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B125-01,Calvert Vaux,3/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B126-01,Bush Clinton Park,11/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B126-ZN01,Red Hook Park - Zone 1,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B126-ZN02,Red Hook Park - Zone 2,9/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B126-ZN03,Red Hook Park - Zone 3,4/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,
B126-ZN04,Red Hook Park - Zone 4,10/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
B126-ZN05,Red Hook Park - Zone 5,3/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B126-ZN06,Red Hook Park - Zone 6,10/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B126-ZN07,Red Hook Park - Zone 7,12/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B126A,Todd Triangle,11/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,Unacceptable
B127,Martinez Playground,4/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B128,Colonel David Marcus Playground,10/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Not Rated,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B129-01,Leon S Kaiser Playground,12/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B129-ZN01,Kaiser Park Zone 1,8/22/2013,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B129-ZN02,Kaiser Park Zone 2,3/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B130,Greenwood Playground,9/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
B131,Rudd Playground,1/30/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Not Rated,,,Acceptable
B132,Gilbert Ramirez Park,8/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B135,Newtown Barge Playground,12/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B137,Sixteen Sycamores Playground,8/22/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,,,Acceptable,Acceptable,Unacceptable,,,Acceptable
B139,Heckscher Playground,3/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
B140,Banneker Playground,9/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Unacceptable
B141,City Line Park,4/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B142,Bedford Playground,11/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B144,Ocean Hill Playground,3/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
B145,Thomas Greene Playground,10/1/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Not Rated,Acceptable,,,Acceptable
B146,Leif Ericson Fields,3/28/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable
B147,Monsignor Crawford Field,10/1/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
B148,Rolf Henry Playground,1/15/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Unacceptable,,,Acceptable
B149A,Elton Playground,9/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,
B149B,Linwood Playground,1/29/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,,,Acceptable,Acceptable,Acceptable,,,
B150,Kolbert Playground,8/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,
B151,Dome Playground,11/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,,,
B152,Rappaport Playground,3/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
B153,South Pacific Playground,9/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
B154,Berry Playground,1/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,,,Not Rated,Acceptable,Acceptable,Not Rated,,,Not Rated
B155,Triangle,10/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
